index,Price,PricePerM2,Area,floor,Number of floors,Room count,Built year,Heating,Equipment,City,District,href
2412,127300,3350,38.0,1,5,2,2022-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-naujas-butu-projektas-baltupiuose-1-3249983/
2413,125000,1954,63.96,2,9,3,1978-01-01,Central,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-didlaukio-gatveje-baltupiuose-parduodamas-1-3233028/
2414,125000,2357,53.03,4,12,3,1984-01-01,Central,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-strategiskai-patogioje-vietoje-parduodamas-1-3240370/
2415,315000,4038,78.0,5,5,3,2015-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-kazio-ulvydo-g-parduodamas-isskirtinis-butas-ozo-parke-1-3219926/
2416,123000,3981,30.9,2,5,1,2021-01-01,"Central thermostat, other",Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-jeronimo-ralio-g-parduodamas-naujas-puikiai-irengtas-15-1-3249067/
2417,297000,5147,57.7,2,5,2,2002-01-01,Central,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-parduodamas-2-kambariu-butas-baltupiai-1-3247507/
2418,167000,3630,46.0,1,5,2,2015-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-kazio-ulvydo-g-jaukus-ir-kokybiskai-irengti-gyvenamosios-1-3247129/
2419,215000,3152,68.22,11,16,3,2006-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-trinapolio-g-gyvenimas-virs-pusu-virsuniu-panoraminis-1-3243947/
2420,148000,3837,38.57,5,5,1,2021-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-jeronimo-ralio-g-be-tarpininku-apartamentu-komplekse-1-3241572/
2421,275000,3777,72.8,4,5,3,2009-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-juozo-balcikonio-g-megstat-stebeti-metu-laiku-pokycius-gamtoje-1-3249601/
2422,145000,2266,64.0,3,5,3,1978-01-01,Central,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-parduodu-bet-taip-pat-sudomintu-ir-keitimas-1-3176714/
2423,189000,3127,60.44,2,11,2,2007-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-trinapolio-g-parduodamas-jaukus-2-kambariu-butassalia-1-3245319/
2424,76500,1810,42.27,5,12,2,1984-01-01,Central,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-parduodamas-2-kambariu-butas-baltupiuose-su-1-3233164/
2425,92000,2718,33.85,7,9,2,1993-01-01,Central,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-rugiu-g-parduodamas-irengtas-2-kambariu-butas-rugiu-1-3228806/
2426,105000,1639,64.07,8,9,3,1978-01-01,Central,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-nt-brokeriai-nepageidaujami-be-tarpininku-1-3229604/
2427,226000,2627,86.03,3,7,4,2023-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-parduodamas-kompaktiskas-8603-kv-m-4-kamb-1-3224480/
2428,176000,2970,59.25,7,7,3,2023-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-parduodamas-kompaktiskas-5925-kv-m-3-kamb-1-3224484/
2429,144000,2786,51.68,1,7,3,2023-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-parduodamas-kompaktiskas-5168-kv-m-3-kamb-1-3226376/
2430,130000,3067,42.39,4,7,2,2022-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-parduodamas-kompaktiskas-4239-kv-m-2-kamb-1-3234964/
2431,224000,2604,86.03,2,7,4,2023-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-parduodamas-kompaktiskas-8603-kv-m-4-kamb-1-3240642/
2432,234000,1523,153.66,5,7,4,1969-01-01,Gas,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-ateities-g-parduodame-ypac-erdvu-bei-modernu-lofta-1-3230548/
2433,165000,1971,83.73,2,5,4,2002-01-01,Gas,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-ateities-g-parduodamas-4-kambariu-butas-vilniuje-1-3245307/
2434,66000,3474,19.0,4,9,1,1984-01-01,Central,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-vilniuje-baltupiuos-didlaukio-g-butas-1-3252263/
2435,215000,3152,68.22,11,16,3,2006-01-01,"Central thermostat, central",Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-trinapolio-g-parduodami-erdvus-3-kambariu-apartamentai-su-1-3252097/
2436,215000,3152,68.22,11,16,3,2006-01-01,"Central, central thermostat",Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-verkiuose-trinapolio-g-parduodami-erdvus-3-kambariu-apartamentai-su-1-3252099/
2437,97500,1843,52.9,5,12,3,1984-01-01,Central,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-parduodamas-sviesus-ir-siltas-3-kambariu-529-1-3251995/
2438,190000,3385,56.13,1,5,2,2008-01-01,Central,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-vito-gerulaicio-g-parduodamas-stilingai-irengtas-2-kambariu-1-3251179/
2439,191200,3618,52.85,1,5,2,2015-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-kazio-ulvydo-g-parduodamas-jaukus-2-kambariu-butas-su-terasa-1-3239312/
2440,172000,2327,73.9,1,5,3,1994-01-01,Central,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-kalvariju-g-parduodamas-3-kambariu-butas-baltupiuose-1-3251391/
2441,166000,3088,53.75,6,7,3,2023-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-parduodamas-kompaktiskas-5375-kv-m-3-kamb-1-3225276/
2442,96000,3558,26.98,5,7,1,2023-01-01,Central,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-parduodamas-kompaktiskas-4239-kv-m-2-kamb-1-3238182/
2443,469000,3432,136.64,1,3,5,2020-01-01,"Other, aerothermal",Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-seskines-sodu-g-prestizinis-sublokuotas-namas-isskirtineje-1-3250767/
2444,190000,3142,60.47,4,12,2,2007-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-trinapolio-g-parduodamas-siltas-ir-sviesus-2-kambariu-1-3237612/
2445,130000,3408,38.15,6,9,2,2023-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-parduodamas-kompaktiskas-3815-kv-m-15-kamb-1-3226710/
2446,55000,2619,21.0,3,4,1,1968-01-01,Electric,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-kalvariju-g-wwwkkstudiolt-siulome-isigyti-20-23-kv-1-3232274/
2447,135000,3492,38.66,1,5,2,2017-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-jurgio-lebedzio-g-parduodamos-poilsio-paskirties-patalpos-1-3248717/
2448,135000,3492,38.66,1,5,2,2017-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-zirmunuose-jurgio-lebedzio-g-parduodamos-poilsio-paskirties-patalpos-1-3217598/
2449,210000,3539,59.34,1,5,2,2017-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-jurgio-lebedzio-g-strategiskai-patogioje-vilniaus-vietoje-1-3248563/
2450,204900,2970,69.0,3,11,2,2006-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-trinapolio-g-erdvus-butas-ramioje-miesto-vietoje-prie-pat-1-3246941/
2451,229000,3564,64.26,4,5,3,2008-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-vito-gerulaicio-g-parduodamas-jaukus-3-kambariu-butas-v-1-3246173/
2452,229000,3564,64.26,4,5,2,2008-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-siaures-miestelyje-vito-gerulaicio-g-parduodamas-jaukus-2-kambariu-butas-v-1-3249749/
2453,199000,3317,59.99,7,11,2,2007-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-trinapolio-g-parduodamas-jaukus-ir-erdvus-2-kambariu-butas-1-3217880/
2454,88000,3059,28.77,2,8,1,2022-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-vito-gerulaicio-g-go-life-arciau-miesto-arciau-gamtos-1-3056915/
2455,87300,3059,28.54,2,8,1,2022-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-zirmunuose-vito-gerulaicio-g-go-life-arciau-miesto-arciau-gamtos-1-3056953/
2456,87300,3059,28.54,2,8,1,2022-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-zirmunuose-vito-gerulaicio-g-is-vasaros-i-naujus-namus-atvykite-apziureti-1-3215036/
2457,129600,2748,47.17,1,8,2,2022-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-vito-gerulaicio-g-is-vasaros-i-naujus-namus-atvykite-apziureti-1-3157453/
2458,135300,2872,47.11,2,8,2,2022-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-vito-gerulaicio-g-is-vasaros-i-naujus-namus-atvykite-apziureti-1-3199099/
2459,135600,2870,47.25,2,5,2,2022-01-01,Central thermostat,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-vito-gerulaicio-g-is-vasaros-i-naujus-namus-atvykite-apziureti-1-3165090/
2460,186000,3509,53.0,1,5,2,2022-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-parduodamas-a-klases-stilingai-ir-kokybiskai-1-3245411/
2461,122000,1906,64.0,5,9,3,1981-01-01,Central,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-parduodamas-3-kambariu-butas-baltupiuose-1-3245193/
2462,279000,4103,68.0,5,5,3,2016-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-linkmenu-g-parduodamas-kokybiskai-irengtas-3-ju-kambariu-1-3243563/
2463,279000,4103,68.0,5,6,3,2016-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-snipiskese-linkmenu-g-parduodamas-kokybiskai-irengtas-3-ju-kambariu-1-3252231/
2464,99000,1868,53.0,3,9,2,1980-01-01,Central,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-vilniuje-baltupiai-didlaukio-g-1-3241930/
2465,89000,3980,22.36,5,5,1,2019-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-jurgio-lebedzio-g-ozo-kvarteto-projekte-parduodamas-studio-tipo-1-3240992/
2466,299000,2863,104.45,14,16,3,2004-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-parduodamas-seimyniskas-erdvus-104-kvm-3-1-3239436/
2467,240000,3123,76.85,1,5,4,2008-01-01,Central thermostat,Fully equipped,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-vito-gerulaicio-g-parduodamas-irengtas-butas-ozo-parke-4-kamb-1-3223692/
2468,75000,1477,50.79,1,3,3,1977-01-01,Central,Partial decoration,Vilnius,Baltupiai,https://en.aruodas.lt/butai-vilniuje-baltupiuose-kalvariju-g-judekim-kartu-vienu-loftu-ritmu-tai-1-3200223/
2469,69000,933,73.967,8,9,4,1985-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-jazminu-g-parduodamas-4-kambariu-butas-strategiskai-1-3248013/
2470,34500,980,35.22,5,5,1,1984-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-volunges-g-parduodamas-1-kambario-butas-su-balkonu-1-3248097/
2471,39999,1111,36.0,5,5,1,1984-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-volunges-g-parduodamas-1-kambario-tvarkingas-butas-1-3246817/
2472,60000,1125,53.34,1,5,2,1992-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-jurgiskiu-g-parduodamas-2-k-kapitaliai-suremontuotas-1-3250309/
2473,60000,1200,49.98,4,5,2,1980-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-sudvaju-g-2-kamabariu-butas-parduodamas-2-kambariu-1-3251003/
2474,27900,837,33.32,2,5,1,1974-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-statybininku-g-alytuje-statybininku-gparduodamas-1-kambario-1-3248691/
2475,72500,1156,62.71,5,9,3,1977-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-statybininku-g-parduodamas-3-iju-kambariu-butas-renovuotame-1-3212156/
2476,110999,1586,70.0,2,7,3,1976-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-santaikos-g-parduodame-3-kambariu-buta-2-ame-aukste-su-1-3242489/
2477,67000,1418,47.24,1,5,2,1979-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-kastonu-g-parduodamas-gero-planavimo-dvieju-kambariu-1-3241414/
2478,68000,1087,62.53,4,5,3,1987-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-sudvaju-g-3-kambariu-butas-parduodamas-tvarkingas-3-1-3240634/
2479,58000,921,63.0,2,5,3,1985-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-kastonu-g-parduodamas-3-iju-k-butas-2-ame-aukste-1-3211028/
2480,58500,929,63.0,5,5,3,1975-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-statybininku-g-patogioje-vietoje-parduodamas-tvarkingas-3-1-3240256/
2481,86000,1365,63.0,3,9,3,1980-01-01,Other,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-kastonu-g-parduodamas-butas-kastonu-g-parduodamas-1-3240110/
2482,110000,1640,67.06,5,5,3,1981-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-jaunimo-g-parduodamas-naujai-suremontuotas-butas-1-3239932/
2483,58000,1222,47.46,5,5,2,1981-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-jaunimo-g-2k-butas-jaunimo-g-parduodamas-sviesus-1-3239318/
2484,97000,1379,70.36,5,9,3,1987-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-jazminu-g-parduodamas-triju-kambariu-butas-vidzgirio-1-3236886/
2485,38500,960,40.1,5,5,1,1986-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-topoliu-g-parduodamas-erdvus-1-kambario-butas-1-3245851/
2486,65500,1077,60.79,3,5,3,1977-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-kastonu-g-parduodamas-tvarkingas-ir-jaukus-3-kambariu-1-3201117/
2487,80708,1182,68.29,3,5,3,1981-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-jaunimo-g-parduodamas-butas-strategiskai-patogioje-1-3091405/
2488,71500,786,91.0,1,9,4,1990-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-topoliu-g-parduodamas-4kambbutas-su-balkonu-du-1-3232490/
2489,56000,1123,49.88,1,5,2,1986-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-volunges-g-parduodamas-2-kambariu-butas-strategiskai-1-3252239/
2490,67000,1099,60.97,2,5,3,1977-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-kastonu-g-parduodamas-triju-kambariu-butas-1-3231214/
2491,72500,1176,61.63,1,5,3,1981-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-jaunimo-g-parduodamas-3-k-butas-jaunimo-g-8-su-1-3229426/
2492,73000,961,76.0,4,5,4,1977-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-kastonu-g-parduodamas-4-kambariu-butas-parduodamas-1-3229054/
2493,43900,1261,34.82,9,10,1,1990-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-jurgiskiu-g-1k-arba-2k-butas-vidzgiryje-su-miesto-1-3249195/
2494,60000,920,65.22,4,5,3,1981-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-statybininku-g-parduodamas-3-kambariu-butas-alytuje-1-3226298/
2495,68000,1015,67.0,5,5,3,1980-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-sudvaju-g-salia-naujai-statomo-lidl-prekybos-centro-1-3226034/
2496,63000,1157,54.43,5,5,2,1988-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-volunges-g-parduodamas-erdvus-ir-sviesus-2-ju-kambariu-1-3225116/
2497,65000,1250,52.0,8,10,2,1994-01-01,Gas,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-kernaves-g-1-3224000/
2498,74999,1265,59.27,5,9,3,1989-01-01,Central thermostat,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-likiskeliu-g-parduodamas-rekonstruotas-triju-kambariu-1-3233898/
2499,52999,1036,51.18,9,10,2,1986-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-statybininku-g-parduodamas-dvieju-kambariu-butas-alytaus-1-3248135/
2500,57999,1450,40.0,1,5,2,1983-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-likiskeliu-g-parduodamas-2-kambariu-butas-likiskeliu-g-1-3242587/
2501,63000,1148,54.88,2,10,2,1993-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-jurgiskiu-g-patogioje-strategineje-vietoje-parduodamas-1-3249681/
2502,87000,1354,64.25,2,5,3,1981-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-jaunimo-g-parduodamas-tvarkingas-suremontuotas-butas-1-3249385/
2503,30900,938,32.96,2,9,1,1975-01-01,Central,Partial decoration,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-statybininku-g-1-kambario-butas-vidzgiryje-statybininku-g-1-3246179/
2504,69000,1302,53.0,4,9,2,1995-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-likiskeliu-g-parduodamas-2-kambariu-butas-likiskeliu-1-3244213/
2505,67000,1351,49.6,5,5,2,1989-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-statybininku-g-parduodamas-2-kambariu-siuolaikiskai-irengtas-1-3241936/
2506,56000,1191,47.0,1,5,2,1979-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-kastonu-g-parduodamas-labai-tvarkingas-2-kambariu-butas-1-3239940/
2507,82500,1024,80.53,4,9,3,1996-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-likiskeliu-g-3-kambariu-butas-vidzgiryje-likiskeliu-g-1-3235064/
2508,60999,1287,47.38,4,5,2,1987-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-kastonu-g-parduodamas-dvieju-kambariu-butas-alytaus-1-3231548/
2509,76000,1206,63.0,2,10,3,1975-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-kastonu-g-parduodamas-tvarkingas-3-ju-kambariu-butas-1-3227892/
2510,30000,887,33.83,5,9,1,1991-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-statybininku-g-parduodamas-vieno-kambario-butas-alytuje-1-3223302/
2511,77000,1167,66.0,4,9,3,1992-01-01,Central,Fully equipped,Alytus,Vidzgiris,https://en.aruodas.lt/butai-alytuje-vidzgiryje-likiskeliu-g-parduodamas-triju-kambariu-butas-renovuotame-1-3222876/
2512,51999,1182,44.0,6,9,1,1991-01-01,Central thermostat,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-reguliuojamas-individualus-sildymas-1-3211764/
2513,60000,779,77.0,1,5,3,1991-01-01,Central,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-jurininku-pr-banduziu-rajone-jurininku-pr-parduodamas-3-1-3252293/
2514,75000,862,87.0,2,5,4,1987-01-01,Central,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-kuncu-g-parduodamas-4-kambbutas-kuncu-g-bendras-1-3243975/
2515,81000,1031,78.55,5,9,3,1987-01-01,Central,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-budelkiemio-g-3-kambariu-butas-su-holu-budelkiemio-g-3-1-3250337/
2516,74000,1207,61.29,3,5,2,1989-01-01,Central,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-brozynu-g-brozynu-gatveje-parduodamas-2-ju-kambariu-su-1-3240330/
2517,71500,1067,67.0,4,5,2,1989-01-01,Central,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-brozynu-g-parduodamas-tvarkingas-labai-sviesus-bei-1-3209605/
2518,80000,899,89.0,1,9,4,1989-01-01,Central,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-banduziu-1-banduziu-1-parduodamas-4-1-3248375/
2519,64900,1192,54.43,5,5,2,1990-01-01,Central,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-2-ju-kambariu-butas-su-su-holu-5443-kvm-1-3237564/
2520,74000,1156,64.0,2,5,2,1989-01-01,Central,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-brozynu-g-2-kambariu-butas-brozynu-g-pietineje-miesto-1-3247899/
2521,79999,1026,78.0,1,5,3,1998-01-01,Central,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-budelkiemio-g-3k-butas-klaipedabanduziaikeitimas-1-3237092/
2522,80900,1044,77.52,3,9,3,1988-01-01,Central,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-budelkiemio-g-parduoda-savininkas-tvarkinga-patogiai-1-3245547/
2523,66000,857,77.0,1,9,3,1988-01-01,Central,Partial decoration,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-markuciu-g-atskiras-koridorius-2iem-butam-is-laiptines-1-3238208/
2524,65000,833,78.0,3,9,3,1990-01-01,Central,Other,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-parduodamas-3-kambariu-su-holu-butas-dalinai-1-3224728/
2525,110000,1236,89.0,6,9,4,1990-01-01,Central,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-vaidaugu-g-vaidaugu-gatveje-parduodamas-keturiu-kambariu-1-3231828/
2526,51900,1180,44.0,2,9,1,1991-01-01,Central,Partial decoration,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-parduodamas-sviesus-1-kambario-butas-su-holu-1-3242343/
2527,69000,871,79.21,3,5,3,1988-01-01,Central,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-kuncu-g-parduodamas-3-kambariu-butas-su-holu-kuncu-1-3249597/
2528,58000,1055,55.0,4,9,2,1985-01-01,Central,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-luzu-g-pietineje-miesto-dalyjeluzu-gatveje-1-3245931/
2529,65000,833,78.0,3,9,3,1990-01-01,Central thermostat,Fully equipped,Klaipėda,Bandužiai,https://en.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-banduziu-gatveje-parduodamas-3-ju-kambariu-1-3251869/
